EntrezID	Length	MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1
215951	2513	161
666540	1120	0
54198	1377	2522
21907	3233	0
14628	3009	372
140740	6032	3298
268297	4745	62
109205	4980	1068
74530	1859	21
71365	2031	196
331623	6049	2041
67851	898	133
100862325	514	0
12484	1816	9476
414125	1833	0
69443	1060	1
76563	1970	145
170728	2981	124
11630	7416	3354
70365	1522	2
11793	2352	755
100316688	93	0
12142	5143	2493
19072	2719	1441
78977	1851	0
23828	1607	32
380669	5403	0
209462	3785	564
320363	1892	4
100418235	2163	1
14806	4872	3
100504076	1592	0
77987	7477	1476
20464	7355	0
14727	1305	1
14728	1420	4
77296	555	0
210198	2856	0
320995	3701	0
71090	1021	0
215031	1466	1
19886	7401	0
66686	3025	184
94221	4317	601
66650	1823	9
52014	4614	1769
629689	1579	0
22639	3420	200
215085	4973	180
100862347	1026	0
100038725	2691	203
100502820	658	0
18821	2480	31
432460	504	12
100502868	5486	0
71567	3873	333
66403	2192	376
100042554	949	11
75906	3950	71
17155	3889	4957
100502920	1230	42
544696	7240	323
73390	2140	159
14609	3105	11295
100862378	716	0
791298	3115	0
74928	723	3
15500	2623	361
56442	2879	4309
18768	6039	2
12140	762	2
100502970	631	0
57319	1791	293
100504180	2222	0
74399	2895	0
245263	1813	0
791309	3636	0
70297	6511	481
110829	4941	2175
19386	9477	7499
76138	2466	68
13608	3680	582
103505	1320	20
237353	5781	377
103080	2654	222
268301	4513	600
18451	4043	2805
69836	1066	0
18302	2716	90
215999	2872	351
216001	2275	618
56709	1774	517
100503588	745	13
74747	1685	6285
52717	1329	691
69090	1578	315
94214	3916	2494
53374	6113	185
19156	2731	24304
22295	11260	123
74048	4846	1773
100302688	858	12
71279	5240	542
107449	5867	1657
100503834	701	0
73616	853	0
327760	1131	0
13180	810	153
20397	4123	4316
65971	2023	0
237360	5188	55
100862379	900	0
18646	2054	2
27355	4274	649
18119	2094	6
13688	1786	985
100503821	3961	8
216011	2635	155
237362	1307	0
67895	1292	1665
20224	2602	4777
71767	2286	333
71361	3468	1416
404634	1910	521
100628583	85	0
12817	2900	14
432466	1550	293
69894	1731	80
11925	1540	0
70423	3605	298
21337	2258	0
15275	4509	2786
70162	557	6
216019	3483	6
338359	2390	356
74706	2194	8
30930	3252	882
19073	938	471
72320	2472	396
56200	4743	8058
100862011	549	1
94213	2507	1855
216021	3102	75
67500	4478	2488
100217463	28	5
52463	14082	522
73132	3141	223
327762	4122	62
70432	8936	458
432467	2168	361
67307	2211	32
68371	1952	11
53404	450	0
68802	5246	0
641387	764	2
67345	4043	960
100502721	1584	0
93759	3910	4056
30045	1365	31
216033	3924	20
791346	2569	0
216028	3852	0
100502808	1111	0
69433	345	0
28193	5550	5376
108829	8947	23025
641340	1789	195
13654	2965	16522
211488	4445	507
100038508	2225	0
216049	4257	859
170799	3932	18
71371	4494	3297
100503521	2231	0
75148	769	0
73287	1238	11
327766	5052	8
69288	4631	243
320700	2969	17
12534	2860	349
11735	10685	2666
76551	5511	1491
69563	443	1
66859	3563	5
71721	3510	411
70911	3010	16
319646	2082	0
83675	3111	153
319572	2300	0
21780	3918	606
216080	1431	553
52637	965	599
69718	5417	2648
622812	1008	0
108950	806	0
100040505	2619	174
52696	2676	883
327768	1989	133
100861952	1042	0
11994	15991	0
71236	1223	0
14687	2435	97
76877	2620	56
110279	6537	2495
74392	6438	2561
11540	2534	35
544707	907	4
103149	1437	22
71125	1262	0
68778	2910	222
67332	604	1680
192734	4601	2273
14598	2022	3053
23887	4137	120
100503432	424	0
71733	3255	101
104248	7460	1928
13202	609	158
103140	1873	221
14871	1037	456
75886	964	0
14872	1370	70
17319	554	1684
70377	1336	25
20587	1657	1177
100861975	691	0
17385	2247	116
103172	948	115
333670	1215	1
22364	602	6
333669	2838	3
64453	4874	220
64454	2132	0
64452	2055	0
15468	2052	426
751554	84	0
20203	1661	5
64451	6355	1159
18541	9530	1271
67523	997	1
76964	1763	1
216119	4522	16
54387	6383	1196
16987	3102	464
74953	1237	20
76573	1331	0
14317	2710	6
12834	3729	2812
100861980	894	0
12833	3976	5200
59093	2175	144
100038479	1548	0
20509	2390	513
12822	5791	10962
100169878	719	9
80294	2219	2051
110532	6634	321
100045653	2564	2
108707	2428	409
16414	2862	23
108705	2247	5810
20610	2493	1454
22213	1982	1013
100316811	84	4
100502831	801	0
670895	961	1
16697	400	0
100009614	553	0
100502921	363	0
16694	671	0
100502953	363	0
77763	678	0
100041250	693	0
100041261	693	0
634517	693	0
100041281	693	0
634504	711	0
675294	678	0
100503388	747	0
670880	1097	0
100040299	723	0
100191037	902	0
544710	1305	0
622629	930	0
100041351	664	0
252974	2163	33
75188	914	6
237387	4296	189
28240	7292	1
67884	1696	528
18641	3719	3074
11634	1929	0
54427	1885	3
50723	2748	710
100503488	816	0
28295	1363	233
110816	3871	948
216131	5048	2661
28169	3439	786
18114	2008	3371
13014	602	2244
216134	5094	1090
791283	3273	1
258224	1064	0
216136	2329	639
71709	3288	339
257883	1160	0
12365	2331	1
70976	1718	0
20513	2089	5
258305	963	0
257734	1148	0
259163	1095	0
18372	933	0
259044	1266	0
259074	1174	0
259042	960	0
18357	1080	0
72128	4229	346
624765	2592	0
216144	3276	0
624845	2598	0
625029	2595	3
50784	1646	753
70427	2562	620
21830	1249	0
237397	6754	7
216148	3961	421
100503607	877	25
382384	1248	2
17123	1420	9
110012	1101	322
216150	1266	1010
16904	1286	233
12215	1752	4936
15166	3195	6
216151	3762	433
67112	489	1
70294	1639	839
83554	1953	1066
73106	2693	1
100503626	1871	3
18483	2651	1103
78906	2427	80
414101	3595	26
19205	2933	16854
216152	4275	1690
19152	972	7
50701	920	1
100503642	254	2722
11537	923	0
216154	3218	897
100862144	1000	0
109284	1821	616
114229	3163	132
13496	5326	301
216156	2954	907
170483	3274	68
216157	2223	3811
12798	1782	4192
27403	6594	174
70719	4052	42
66420	1008	756
625249	1201	705
216161	4640	18781
20869	1621	2697
100503659	3294	1848
66043	931	1119
100862154	483	2
59090	3708	22645
12696	1256	1296
69770	651	141
13637	2131	118
68114	3717	980
75406	758	625
14431	944	77
70248	2085	1691
103232	462	20
20054	522	10535
23805	9074	59
66374	1659	318
18551	2514	70
70335	2016	99
66548	2572	89
216166	2112	14
237400	3258	1083
17192	1589	1969
100503758	442	0
66594	436	0
21423	3547	1883
246086	4695	5
67331	4411	37
66932	5249	2186
118445	2652	3316
216169	1473	641
100113398	1411	49
100862189	844	5
56214	1802	730
103236	2511	3340
208198	3026	697
17347	3070	14117
208228	2647	1763
71564	938	126
11776	4730	2402
208266	5694	2298
78670	1260	387
20222	1674	1108
11705	1665	19
71912	1116	9
18245	1074	944
100316778	74	0
237403	3439	4
66094	468	212
73218	2869	702
432478	3454	4
30055	1225	709
16907	3371	612
17873	1266	17587
14708	3495	116
208666	2920	1
106947	3462	346
52551	1947	1807
50492	2585	846
208677	2283	12
26396	2373	1995
16969	5373	3487
59004	1673	271
13629	3100	58135
100217454	53	26
100503773	446	0
13144	1824	575
69678	318	2
69564	1840	2
16467	3677	6
103406	3341	94
17179	1734	26
66047	587	312
57267	2107	681
100526465	91	6
27375	3031	77
18717	4279	1561
70312	2724	1133
21390	1919	36
209047	1024	1
15353	1659	1067
73822	1702	113
432479	695	50
56371	2254	538
102115	1444	711
100503793	1017	55
72273	575	29
18029	6295	3152
319586	4390	16
103425	2879	1508
13611	2393	19
14676	1962	85
14672	3262	1502
14797	1347	3219
21886	3115	815
114606	2015	167
268319	1890	5
50721	2134	250
70615	3658	325
100233208	4725	35
666448	468	187
73610	2384	74
100040944	2851	81
666738	468	7
666501	468	8
331188	4067	14
666548	468	3
100038681	1556	8
666790	468	4
408062	2300	57
327780	2673	2
216177	2634	17
237411	2031	48
100503696	5187	0
237412	2238	72
432480	662	0
100862390	322	0
544717	748	54
21665	3218	564
74782	2153	30
67933	2386	277
18045	2552	2429
70003	1056	2
50493	4019	19904
66341	1305	217
58250	5528	2168
338365	4386	345
28109	3509	2395
216188	6030	283
319277	5858	876
216190	2946	1220
69784	1194	115
77976	5026	1509
216197	2915	1415
442847	1334	1
216198	2400	3056
100503200	2524	6
70428	4830	793
71137	4074	0
625690	555	0
237422	3069	745
14202	2670	5
103266	3778	732
74238	1567	44
12952	3016	714
74007	5955	1444
626858	1476	0
626940	1449	0
100503271	204	3
103136	2579	781
72843	3921	1923
67341	1157	0
28088	1979	2183
270757	2328	7
69754	1886	389
27204	11838	43
78170	564	0
21859	4681	17676
100503291	464	0
627035	1482	0
382395	1473	0
66263	1620	31
22027	2759	26252
103220	5032	44
103466	5952	4521
192188	8133	17
83559	1183	0
76640	1343	0
100038674	2335	0
17172	2259	9
18478	2143	0
16000	7817	97
100503785	1270	0
22172	1347	112
110312	748	0
75317	3628	49
626115	1288	3
69736	1369	171
67282	1379	437
71712	2807	298
432486	5204	1071
20962	1122	18
212862	3411	472
109272	3981	5
20728	1266	0
237433	1561	14
104303	842	1541
70683	8831	2175
216225	5331	295
320091	4117	211
237436	6748	166
20186	2340	0
216227	4452	7
213326	3431	1353
67019	1703	99
75089	6446	1505
77531	10286	8
100043039	308	226
11783	6557	742
67454	4110	540
18674	1512	7869
100861804	464	0
21917	8127	2694
100503982	1051	14
723955	100	0
110333	2687	4
100526517	84	0
627800	1604	0
667203	692	6
17997	3533	365
380653	2199	18
380654	7399	151
237459	3643	1758
100316689	119	1
13713	4234	1113
432488	855	1
16993	2066	1020
15109	2758	47
71761	2421	24
237465	3655	37
69878	813	291
74454	1859	1
57764	2411	2029
667338	611	1
100504069	908	11
327799	3957	10
56307	4990	2995
74923	2075	0
723908	96	0
215008	4479	335
13998	8044	2180
22025	3827	455
66414	561	47
100861832	322	1
215472	773	0
319880	5889	1634
67723	4135	75
77048	2986	1025
54712	7045	8
12905	1650	77
69629	642	0
216233	2698	1443
70523	1182	4
67270	666	363
93765	3851	836
71207	3231	4566
100526463	91	7
216238	7836	1926
100504157	192	1
12226	5010	8306
75301	1015	0
100628616	85	0
13179	2084	1558
17022	2075	146
75025	1465	0
16545	1950	1
13516	1723	1
100038699	1633	0
66716	1868	0
791295	1882	0
667438	551	0
67972	7130	3795
382406	2727	481
14426	5113	937
100861874	277	0
67603	2797	12734
100504202	2095	1
100417125	2506	3
71832	1954	216
17311	5450	21989
100043224	914	0
100043227	927	0
100043231	910	0
100043235	910	0
100043239	910	0
100043247	914	0
237500	6630	1778
216274	8006	626
68281	2419	83
66605	1690	0
67569	4760	0
100526516	81	0
67405	1180	17
237504	2118	91
216285	2493	0
74978	5293	22
103098	3644	361
100861880	927	0
100861891	927	0
100861901	927	0
637578	927	0
100043292	1258	0
278279	5673	371
327812	3204	38
216292	2039	171
52713	1078	600
639162	567	0
321001	3879	0
327814	6437	7
380660	3104	1
108030	5964	13
17877	2083	0
17878	1248	0
237523	7058	0
628870	6984	0
17931	3403	5893
114774	1828	2712
20979	4820	17
368203	1117	0
260315	7782	18
109335	1303	0
52679	5476	146
75630	610	0
13008	889	270
320150	4549	639
432502	930	3069
237542	7152	1150
71769	2753	7
53605	4094	4011
382421	558	5
21664	1953	3743
71321	1144	0
629206	2171	0
52705	4990	752
73690	1081	15
69286	896	0
67537	1879	0
544736	711	0
353025	2760	0
268345	6196	9
69355	887	0
382423	3599	1390
237553	5722	0
216343	2626	0
100861951	889	0
66687	3779	1332
668041	426	6463
216344	1824	2509
100038558	729	31
67226	3010	804
66816	3408	407
216345	6956	1680
14160	4711	3702
100861970	721	0
77798	1007	19
216350	1522	537
19279	4031	51
619332	2254	0
19263	11912	1760
58802	1005	11
67342	753	0
100504412	511	1
72068	3483	1205
100504423	1390	26
72286	594	0
237558	3114	4
216363	2690	396
71086	1724	93
103175	2383	0
544741	612	114
382427	2719	1
100038610	1014	0
237560	1428	0
100862026	571	2
12461	1962	4978
327826	5684	1108
64050	1408	330
77397	1219	0
17105	1057	95
17110	1265	0
432508	6534	1829
70574	5195	983
17246	3027	4337
215436	3483	617
103468	3092	584
100862040	1467	80
215449	1937	2622
71067	1704	0
17245	3151	248
50929	1088	0
116849	1111	0
668198	2567	49
668203	2552	0
668205	2552	69
668209	2552	0
668213	2552	0
668216	3161	11
15978	1207	0
69181	2137	530
100038589	2706	0
97640	1940	0
73400	386	0
71902	8209	4789
67081	894	0
74053	3641	107
75321	723	0
117599	4532	485
73914	2969	233
68212	808	395
100504548	927	0
66225	1162	14
15364	4176	26
321010	1115	0
320626	2250	0
791076	120	0
100038546	2358	3
70874	1749	4
320183	3709	5380
100504616	2973	10
380664	4743	1746
24117	2242	5310
100504636	1260	0
74694	5696	41
75612	3855	2099
192678	3425	2047
56480	3031	836
73192	5989	1319
216393	3427	0
270802	3117	113
117600	7821	67
216394	1479	0
668272	1768	21
216395	1378	514
100043513	520	0
54140	2671	111
319272	2547	0
319468	7518	266
387251	85	4
67074	9303	3338
14479	3215	1237
100042958	420	4
268354	4610	0
100505018	1023	0
75030	1333	113
20503	2419	175
320398	4050	1277
68876	1366	68
52468	5065	6285
723962	84	0
723882	121	0
11567	3033	84
66399	1180	245
100504608	699	6
17299	887	339
13115	2421	25
216438	1998	187
12567	1347	3631
67125	1543	1468
100504703	329	12
216439	5633	31
216440	4049	1760
14421	3289	466
216441	2215	57
52666	2387	2141
80904	1944	4436
100038591	2552	77
117150	3374	2586
16572	7006	485
69654	1933	3412
110962	4046	2009
13198	871	1198
216443	2963	1422
216445	1811	0
14632	3662	54
16326	2135	0
16325	1969	0
71750	4530	2716
237611	1790	41
407790	962	70
108037	2305	1363
104080	1675	18
16971	14892	13694
20852	3805	1723
17937	2575	1189
72243	695	20
210035	6515	140
432516	3353	2
21334	884	0
320080	5960	705
11536	1694	32
107605	3890	8
103142	2698	6
19683	3208	0
380674	3648	0
216453	1889	0
216454	1265	0
54150	1608	0
70061	2851	0
27400	1459	2
19075	1533	437
17938	7034	1303
56351	1954	587
100862107	1045	10
11947	1879	23124
751518	78	9
116848	8369	2348
56516	5609	1337
216456	2460	129
66701	1570	205
17339	2143	2
21853	4515	331
28194	1618	0
103161	1930	1
20847	4394	3032
83430	1359	345
103135	4450	978
56530	1017	888
12974	2828	4247
210582	2507	272
237615	6615	1833
72002	2144	9
69917	1052	438
67588	4377	752
68094	5028	3394
17904	614	12270
216459	1026	34
100502705	2004	34
23943	3687	6509
103284	2091	634
67945	449	9194
18813	2432	4146
13867	4020	257
668459	639	18
27370	448	2847
22781	3580	2053
211389	2349	217
19344	3180	1267
12566	2432	1198
20431	2130	20
13139	2815	1074
78428	1491	513
58223	3453	26
73827	2335	149
74330	4229	642
66844	2055	72
66118	1062	337
14561	1811	266
12512	1037	3571
19682	1261	46
14533	550	304
16404	4022	305
71664	1227	2
18373	939	0
258861	930	0
622733	978	0
544748	930	0
546487	978	0
258315	930	0
258863	939	0
257667	939	0
100862148	672	0
258862	936	0
258540	954	0
257666	1004	0
257664	936	0
258232	939	0
258538	939	0
404321	939	0
258537	936	0
258281	939	0
258723	936	0
257985	945	0
258724	960	0
258542	939	0
258069	939	0
258544	936	0
258935	969	0
258932	939	0
258150	936	0
258375	963	0
258933	933	0
258549	936	0
258929	936	0
258541	936	0
258282	957	0
258934	939	0
258547	927	0
258068	945	0
258548	960	0
258546	942	0
258931	936	0
258930	939	0
258321	987	0
258543	939	0
258545	960	0
258791	933	0
258252	933	0
259165	933	0
258665	951	0
258667	939	0
258773	957	0
100043200	963	0
258266	945	0
258670	939	0
258772	933	0
258666	939	0
258668	948	0
258669	948	0
258672	963	0
258671	942	0
258297	969	0
11923	3345	0
67596	1694	0
625068	2550	0
623734	2553	0
625109	2547	0
625131	2547	0
434624	729	20
236604	2857	81
78887	4025	252
74203	4230	1494
13494	1524	967
56218	3482	293
791413	3553	11
100302648	869	10
216505	2243	439
16886	5047	2512
193670	2867	1404
71523	2583	100
237625	2623	15
170835	3473	11
114679	872	1657
29856	3387	18129
544752	6675	1942
74522	5238	2712
74309	4097	9
67430	2618	63
75219	4632	424
100862138	970	0
103710	3059	920
21452	2133	1638
75342	1220	6
64934	2911	1026
53897	2043	26
100862181	569	2
103655	2956	139
380683	3928	0
67900	1396	27
67815	2529	392
71673	1937	559
100526466	83	9
216516	5153	893
67465	4916	1837
103724	1913	1242
71962	1548	155
18413	1907	10
16878	4040	1189
75828	1343	3
74302	5674	2344
327860	1562	0
75452	2604	597
66152	441	618
67178	789	85
192650	699	0
18016	5298	3413
18082	1874	637
107829	2235	642
380684	3994	28
11764	4543	1063
100038587	2826	0
78926	5403	1543
75668	1108	97
14030	2400	4252
279766	1821	281
140703	1911	4754
84035	4908	4506
407821	6306	1098
22433	1800	2109
104479	3402	1248
76389	4491	0
665181	444	640
64660	1007	335
72046	5611	590
76508	1840	65
13169	2369	886
56012	906	12
54125	2925	272
11568	4049	9114
18972	1610	706
17898	590	0
103988	2245	5
56418	2476	1978
12323	4190	29
100861932	469	1
209586	3963	1782
100042173	824	2728
237636	4571	26
52513	3287	1067
100861956	701	37
103694	1625	784
18293	6984	6529
52915	4203	1308
268373	736	9572
77605	1636	789
19291	8478	9497
246177	3307	8
100861985	418	0
100041286	592	355
216527	2104	648
192950	4893	414
21379	3139	1998
100217467	101	21
22373	562	30
100041311	1306	1
56089	1221	63
626419	664	0
665343	549	113
432530	12259	34
100041347	1003	0
16006	1520	0
16009	2447	17699
100503529	571	7
319939	7483	5047
171395	7915	8
15574	4581	164
194974	1205	0
626870	2400	3
22271	1532	213
268379	16011	0
319922	3578	1
53604	3845	14
432534	2917	0
73862	753	0
22778	5163	21
60530	2974	65
13195	2089	0
73321	1075	0
14783	5158	162
12808	5618	237
100503630	1803	4
73307	562	0
432536	1077	0
211739	3629	0
20335	779	132
665689	2059	393
13649	6438	3255
319954	4103	48
72735	3137	0
319701	2117	14
56193	4117	19
380686	1539	14
19058	2829	2538
66249	1565	775
103784	3431	559
57316	2957	448
68145	4192	152
100502821	502	0
17268	3441	310
100503713	794	2
74059	1416	0
635455	1328	0
114716	2872	1648
66713	3669	2919
19324	2657	4800
