EntrezID	Length	MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1
215951	2513	122
666540	1120	0
54198	1377	2594
21907	3233	1
14628	3009	380
140740	6032	3837
268297	4745	42
109205	4980	1768
74530	1859	60
71365	2031	198
331623	6049	1559
67851	898	157
100862325	514	0
12484	1816	9676
414125	1833	0
69443	1060	0
76563	1970	135
170728	2981	131
11630	7416	4267
70365	1522	0
11793	2352	693
100316688	93	0
12142	5143	5630
19072	2719	1481
78977	1851	22
23828	1607	397
380669	5403	0
209462	3785	426
320363	1892	0
100418235	2163	0
14806	4872	0
100504076	1592	0
77987	7477	1517
20464	7355	1
14727	1305	19
14728	1420	8
77296	555	0
210198	2856	0
320995	3701	0
71090	1021	0
215031	1466	1
19886	7401	0
66686	3025	128
94221	4317	750
66650	1823	6
52014	4614	2158
629689	1579	0
22639	3420	177
215085	4973	332
100862347	1026	0
100038725	2691	136
100502820	658	0
18821	2480	5
432460	504	14
100502868	5486	1
71567	3873	224
66403	2192	289
100042554	949	3
75906	3950	48
17155	3889	6168
100502920	1230	51
544696	7240	376
73390	2140	120
14609	3105	9999
100862378	716	1
791298	3115	0
74928	723	1
15500	2623	395
56442	2879	4587
18768	6039	2
12140	762	3
100502970	631	0
57319	1791	235
100504180	2222	0
74399	2895	0
245263	1813	0
791309	3636	0
70297	6511	289
110829	4941	3553
19386	9477	7341
76138	2466	65
13608	3680	227
103505	1320	10
237353	5781	349
103080	2654	173
268301	4513	182
18451	4043	2911
69836	1066	2
18302	2716	314
215999	2872	890
216001	2275	692
56709	1774	459
100503588	745	19
74747	1685	6753
52717	1329	1000
69090	1578	441
94214	3916	2740
53374	6113	196
19156	2731	27310
22295	11260	55
74048	4846	1273
100302688	858	20
71279	5240	438
107449	5867	1563
100503834	701	0
73616	853	0
327760	1131	0
13180	810	389
20397	4123	4273
65971	2023	1
237360	5188	20
100862379	900	0
18646	2054	4
27355	4274	860
18119	2094	3
13688	1786	1145
100503821	3961	9
216011	2635	148
237362	1307	0
67895	1292	1447
20224	2602	4351
71767	2286	310
71361	3468	1308
404634	1910	505
100628583	85	0
12817	2900	24
432466	1550	89
69894	1731	71
11925	1540	0
70423	3605	246
21337	2258	0
15275	4509	5117
70162	557	5
216019	3483	2
338359	2390	255
74706	2194	6
30930	3252	868
19073	938	204
72320	2472	256
56200	4743	8835
100862011	549	0
94213	2507	2261
216021	3102	382
67500	4478	2620
100217463	28	4
52463	14082	647
73132	3141	302
327762	4122	40
70432	8936	381
432467	2168	396
67307	2211	61
68371	1952	4
53404	450	0
68802	5246	0
641387	764	1
67345	4043	1103
100502721	1584	1
93759	3910	1574
30045	1365	8
216033	3924	10
791346	2569	0
216028	3852	0
100502808	1111	0
69433	345	0
28193	5550	6536
108829	8947	24472
641340	1789	196
13654	2965	4751
211488	4445	710
100038508	2225	2
216049	4257	791
170799	3932	17
71371	4494	3109
100503521	2231	0
75148	769	0
73287	1238	5
327766	5052	6
69288	4631	129
320700	2969	13
12534	2860	328
11735	10685	2877
76551	5511	2110
69563	443	0
66859	3563	51
71721	3510	633
70911	3010	18
319646	2082	0
83675	3111	201
319572	2300	0
21780	3918	414
216080	1431	569
52637	965	965
69718	5417	1231
622812	1008	0
108950	806	0
100040505	2619	232
52696	2676	1359
327768	1989	954
100861952	1042	1
11994	15991	0
71236	1223	0
14687	2435	114
76877	2620	52
110279	6537	1577
74392	6438	2517
11540	2534	64
544707	907	8
103149	1437	107
71125	1262	0
68778	2910	263
67332	604	1650
192734	4601	2243
14598	2022	2556
23887	4137	257
100503432	424	0
71733	3255	195
104248	7460	1155
13202	609	145
103140	1873	226
14871	1037	403
75886	964	0
14872	1370	51
17319	554	1920
70377	1336	16
20587	1657	1011
100861975	691	0
17385	2247	30
103172	948	104
333670	1215	0
22364	602	0
333669	2838	12
64453	4874	232
64454	2132	1
64452	2055	0
15468	2052	441
751554	84	0
20203	1661	1
64451	6355	1215
18541	9530	864
67523	997	0
76964	1763	0
216119	4522	7
54387	6383	1149
16987	3102	386
74953	1237	22
76573	1331	1
14317	2710	5
12834	3729	1171
100861980	894	0
12833	3976	1517
59093	2175	100
100038479	1548	0
20509	2390	442
12822	5791	9751
100169878	719	21
80294	2219	2242
110532	6634	418
100045653	2564	2
108707	2428	468
16414	2862	29
108705	2247	9818
20610	2493	1701
22213	1982	1688
100316811	84	1
100502831	801	0
670895	961	0
16697	400	0
100009614	553	0
100502921	363	0
16694	671	0
100502953	363	0
77763	678	0
100041250	693	0
100041261	693	0
634517	693	0
100041281	693	0
634504	711	0
675294	678	0
100503388	747	0
670880	1097	0
100040299	723	0
100191037	902	0
544710	1305	0
622629	930	0
100041351	664	0
252974	2163	55
75188	914	6
237387	4296	372
28240	7292	25
67884	1696	663
18641	3719	4852
11634	1929	3
54427	1885	1
50723	2748	584
100503488	816	0
28295	1363	382
110816	3871	657
216131	5048	3752
28169	3439	1162
18114	2008	3478
13014	602	3203
216134	5094	1928
791283	3273	0
258224	1064	0
216136	2329	526
71709	3288	327
257883	1160	0
12365	2331	0
70976	1718	0
20513	2089	4
258305	963	0
257734	1148	0
259163	1095	0
18372	933	0
259044	1266	0
259074	1174	0
259042	960	0
18357	1080	0
72128	4229	240
624765	2592	0
216144	3276	0
624845	2598	0
625029	2595	8
50784	1646	849
70427	2562	588
21830	1249	0
237397	6754	3
216148	3961	222
100503607	877	6
382384	1248	0
17123	1420	25
110012	1101	262
216150	1266	706
16904	1286	136
12215	1752	5161
15166	3195	7
216151	3762	326
67112	489	2
70294	1639	755
83554	1953	1361
73106	2693	2
100503626	1871	0
18483	2651	851
78906	2427	20
414101	3595	23
19205	2933	13538
216152	4275	956
19152	972	26
50701	920	0
100503642	254	2549
11537	923	0
216154	3218	884
100862144	1000	0
109284	1821	548
114229	3163	120
13496	5326	317
216156	2954	721
170483	3274	86
216157	2223	3637
12798	1782	5533
27403	6594	150
70719	4052	37
66420	1008	496
625249	1201	740
216161	4640	12535
20869	1621	2280
100503659	3294	679
66043	931	1387
100862154	483	2
59090	3708	11405
12696	1256	1214
69770	651	71
13637	2131	63
68114	3717	640
75406	758	765
14431	944	95
70248	2085	1651
103232	462	15
20054	522	10225
23805	9074	51
66374	1659	293
18551	2514	76
70335	2016	85
66548	2572	42
216166	2112	0
237400	3258	857
17192	1589	1787
100503758	442	0
66594	436	0
21423	3547	1270
246086	4695	3
67331	4411	14
66932	5249	1461
118445	2652	2376
216169	1473	677
100113398	1411	39
100862189	844	0
56214	1802	523
103236	2511	2574
208198	3026	496
17347	3070	7603
208228	2647	1966
71564	938	101
11776	4730	2326
208266	5694	2639
78670	1260	394
20222	1674	1011
11705	1665	4
71912	1116	8
18245	1074	1038
100316778	74	0
237403	3439	2
66094	468	209
73218	2869	542
432478	3454	12
30055	1225	695
16907	3371	362
17873	1266	16163
14708	3495	147
208666	2920	1
106947	3462	365
52551	1947	1635
50492	2585	507
208677	2283	2
26396	2373	2093
16969	5373	2619
59004	1673	267
13629	3100	57233
100217454	53	14
100503773	446	0
13144	1824	436
69678	318	2
69564	1840	3
16467	3677	10
103406	3341	141
17179	1734	57
66047	587	366
57267	2107	713
100526465	91	3
27375	3031	162
18717	4279	1839
70312	2724	1193
21390	1919	15
209047	1024	1
15353	1659	1089
73822	1702	93
432479	695	55
56371	2254	510
102115	1444	729
100503793	1017	27
72273	575	25
18029	6295	2587
319586	4390	25
103425	2879	1262
13611	2393	1
14676	1962	39
14672	3262	1210
14797	1347	3084
21886	3115	703
114606	2015	107
268319	1890	0
50721	2134	212
70615	3658	515
100233208	4725	36
666448	468	187
73610	2384	39
100040944	2851	27
666738	468	8
666501	468	11
331188	4067	7
666548	468	7
100038681	1556	4
666790	468	2
408062	2300	34
327780	2673	5
216177	2634	14
237411	2031	50
100503696	5187	0
237412	2238	40
432480	662	0
100862390	322	0
544717	748	28
21665	3218	589
74782	2153	21
67933	2386	459
18045	2552	2543
70003	1056	2
50493	4019	34141
66341	1305	523
58250	5528	3938
338365	4386	520
28109	3509	3446
216188	6030	586
319277	5858	665
216190	2946	816
69784	1194	71
77976	5026	816
216197	2915	1506
442847	1334	1
216198	2400	2591
100503200	2524	3
70428	4830	578
71137	4074	4
625690	555	2
237422	3069	837
14202	2670	14
103266	3778	875
74238	1567	36
12952	3016	1309
74007	5955	1645
626858	1476	0
626940	1449	0
100503271	204	2
103136	2579	971
72843	3921	971
67341	1157	1
28088	1979	2197
270757	2328	8
69754	1886	312
27204	11838	32
78170	564	0
21859	4681	14666
100503291	464	0
627035	1482	0
382395	1473	0
66263	1620	24
22027	2759	23508
103220	5032	91
103466	5952	6622
192188	8133	12
83559	1183	1
76640	1343	0
100038674	2335	0
17172	2259	10
18478	2143	0
16000	7817	41
100503785	1270	0
22172	1347	91
110312	748	1
75317	3628	64
626115	1288	1
69736	1369	137
67282	1379	438
71712	2807	407
432486	5204	870
20962	1122	31
212862	3411	828
109272	3981	2
20728	1266	3
237433	1561	21
104303	842	1620
70683	8831	1260
216225	5331	64
320091	4117	111
237436	6748	265
20186	2340	0
216227	4452	3
213326	3431	1378
67019	1703	63
75089	6446	1647
77531	10286	4
100043039	308	284
11783	6557	598
67454	4110	523
18674	1512	8629
100861804	464	0
21917	8127	2221
100503982	1051	18
723955	100	0
110333	2687	0
100526517	84	0
627800	1604	1
667203	692	6
17997	3533	300
380653	2199	3
380654	7399	14
237459	3643	1262
100316689	119	1
13713	4234	403
432488	855	2
16993	2066	845
15109	2758	42
71761	2421	19
237465	3655	40
69878	813	248
74454	1859	4
57764	2411	154
667338	611	2
100504069	908	3
327799	3957	4
56307	4990	3478
74923	2075	0
723908	96	0
215008	4479	303
13998	8044	1245
22025	3827	454
66414	561	64
100861832	322	0
215472	773	0
319880	5889	1641
67723	4135	149
77048	2986	915
54712	7045	10
12905	1650	57
69629	642	0
216233	2698	1233
70523	1182	1
67270	666	415
93765	3851	742
71207	3231	7901
100526463	91	21
216238	7836	2061
100504157	192	2
12226	5010	5266
75301	1015	0
100628616	85	0
13179	2084	11759
17022	2075	188
75025	1465	0
16545	1950	0
13516	1723	0
100038699	1633	0
66716	1868	0
791295	1882	0
667438	551	0
67972	7130	3671
382406	2727	402
14426	5113	741
100861874	277	0
67603	2797	16321
100504202	2095	3
100417125	2506	17
71832	1954	272
17311	5450	24827
100043224	914	0
100043227	927	0
100043231	910	0
100043235	910	0
100043239	910	0
100043247	914	0
237500	6630	1971
216274	8006	366
68281	2419	106
66605	1690	0
67569	4760	0
100526516	81	0
67405	1180	2
237504	2118	88
216285	2493	0
74978	5293	1
103098	3644	210
100861880	927	0
100861891	927	0
100861901	927	0
637578	927	0
100043292	1258	0
278279	5673	814
327812	3204	97
216292	2039	156
52713	1078	538
639162	567	1
321001	3879	0
327814	6437	3
380660	3104	0
108030	5964	15
17877	2083	0
17878	1248	0
237523	7058	0
628870	6984	6
17931	3403	7638
114774	1828	5164
20979	4820	26
368203	1117	0
260315	7782	30
109335	1303	0
52679	5476	111
75630	610	0
13008	889	197
320150	4549	582
432502	930	3151
237542	7152	1660
71769	2753	7
53605	4094	3197
382421	558	6
21664	1953	3856
71321	1144	0
629206	2171	0
52705	4990	764
73690	1081	60
69286	896	0
67537	1879	0
544736	711	0
353025	2760	0
268345	6196	4
69355	887	0
382423	3599	1611
237553	5722	0
216343	2626	0
100861951	889	0
66687	3779	1580
668041	426	6463
216344	1824	4887
100038558	729	89
67226	3010	728
66816	3408	412
216345	6956	3554
14160	4711	138
100861970	721	0
77798	1007	7
216350	1522	54
19279	4031	7
619332	2254	0
19263	11912	430
58802	1005	5
67342	753	0
100504412	511	1
72068	3483	1002
100504423	1390	50
72286	594	0
237558	3114	3
216363	2690	399
71086	1724	90
103175	2383	1
544741	612	99
382427	2719	0
100038610	1014	0
237560	1428	0
100862026	571	1
12461	1962	5243
327826	5684	930
64050	1408	303
77397	1219	0
17105	1057	109
17110	1265	0
432508	6534	2554
70574	5195	1289
17246	3027	6362
215436	3483	625
103468	3092	435
100862040	1467	84
215449	1937	3236
71067	1704	0
17245	3151	168
50929	1088	0
116849	1111	0
668198	2567	49
668203	2552	0
668205	2552	59
668209	2552	1
668213	2552	0
668216	3161	12
15978	1207	0
69181	2137	631
100038589	2706	1
97640	1940	0
73400	386	0
71902	8209	4223
67081	894	0
74053	3641	164
75321	723	0
117599	4532	523
73914	2969	131
68212	808	478
100504548	927	0
66225	1162	14
15364	4176	19
321010	1115	0
320626	2250	1
791076	120	0
100038546	2358	0
70874	1749	8
320183	3709	9056
100504616	2973	4
380664	4743	1987
24117	2242	9573
100504636	1260	2
74694	5696	38
75612	3855	1824
192678	3425	1999
56480	3031	892
73192	5989	2017
216393	3427	1
270802	3117	82
117600	7821	52
216394	1479	0
668272	1768	15
216395	1378	487
100043513	520	0
54140	2671	129
319272	2547	0
319468	7518	607
387251	85	8
67074	9303	3567
14479	3215	1204
100042958	420	5
268354	4610	14
100505018	1023	0
75030	1333	127
20503	2419	358
320398	4050	695
68876	1366	53
52468	5065	5321
723962	84	0
723882	121	0
11567	3033	61
66399	1180	218
100504608	699	8
17299	887	183
13115	2421	49
216438	1998	88
12567	1347	2750
67125	1543	1507
100504703	329	18
216439	5633	26
216440	4049	1287
14421	3289	276
216441	2215	27
52666	2387	3452
80904	1944	3916
100038591	2552	35
117150	3374	1705
16572	7006	320
69654	1933	4035
110962	4046	1444
13198	871	483
216443	2963	1344
216445	1811	5
14632	3662	14
16326	2135	0
16325	1969	0
71750	4530	3015
237611	1790	23
407790	962	41
108037	2305	1074
104080	1675	27
16971	14892	8658
20852	3805	1834
17937	2575	1076
72243	695	17
210035	6515	162
432516	3353	12
21334	884	0
320080	5960	692
11536	1694	20
107605	3890	0
103142	2698	6
19683	3208	0
380674	3648	0
216453	1889	0
216454	1265	0
54150	1608	0
70061	2851	0
27400	1459	0
19075	1533	254
17938	7034	1627
56351	1954	569
100862107	1045	7
11947	1879	34667
751518	78	5
116848	8369	1458
56516	5609	933
216456	2460	33
66701	1570	245
17339	2143	0
21853	4515	198
28194	1618	2
103161	1930	8
20847	4394	2998
83430	1359	109
103135	4450	789
56530	1017	777
12974	2828	5288
210582	2507	301
237615	6615	2065
72002	2144	10
69917	1052	374
67588	4377	864
68094	5028	2621
17904	614	20777
216459	1026	43
100502705	2004	36
23943	3687	3730
103284	2091	325
67945	449	8982
18813	2432	4860
13867	4020	212
668459	639	14
27370	448	3096
22781	3580	2176
211389	2349	318
19344	3180	1305
12566	2432	1080
20431	2130	20
13139	2815	786
78428	1491	291
58223	3453	33
73827	2335	108
74330	4229	620
66844	2055	39
66118	1062	275
14561	1811	146
12512	1037	4686
19682	1261	37
14533	550	369
16404	4022	299
71664	1227	15
18373	939	0
258861	930	0
622733	978	0
544748	930	0
546487	978	0
258315	930	0
258863	939	0
257667	939	0
100862148	672	0
258862	936	0
258540	954	0
257666	1004	0
257664	936	0
258232	939	0
258538	939	0
404321	939	0
258537	936	0
258281	939	0
258723	936	0
257985	945	0
258724	960	0
258542	939	0
258069	939	0
258544	936	0
258935	969	0
258932	939	0
258150	936	0
258375	963	0
258933	933	0
258549	936	0
258929	936	0
258541	936	0
258282	957	0
258934	939	0
258547	927	0
258068	945	0
258548	960	0
258546	942	0
258931	936	0
258930	939	0
258321	987	0
258543	939	0
258545	960	0
258791	933	0
258252	933	0
259165	933	0
258665	951	0
258667	939	0
258773	957	0
100043200	963	0
258266	945	0
258670	939	0
258772	933	0
258666	939	0
258668	948	0
258669	948	0
258672	963	0
258671	942	0
258297	969	0
11923	3345	0
67596	1694	2
625068	2550	0
623734	2553	0
625109	2547	0
625131	2547	0
434624	729	12
236604	2857	78
78887	4025	270
74203	4230	1602
13494	1524	867
56218	3482	173
791413	3553	14
100302648	869	6
216505	2243	351
16886	5047	2323
193670	2867	1385
71523	2583	124
237625	2623	16
170835	3473	32
114679	872	2127
29856	3387	26729
544752	6675	1567
74522	5238	2055
74309	4097	44
67430	2618	99
75219	4632	351
100862138	970	0
103710	3059	1771
21452	2133	1348
75342	1220	4
64934	2911	958
53897	2043	12
100862181	569	3
103655	2956	17
380683	3928	1
67900	1396	23
67815	2529	170
71673	1937	504
100526466	83	12
216516	5153	500
67465	4916	1486
103724	1913	1507
71962	1548	231
18413	1907	8
16878	4040	4101
75828	1343	3
74302	5674	1890
327860	1562	0
75452	2604	463
66152	441	1125
67178	789	115
192650	699	3
18016	5298	4345
18082	1874	242
107829	2235	521
380684	3994	5
11764	4543	990
100038587	2826	0
78926	5403	810
75668	1108	61
14030	2400	5032
279766	1821	507
140703	1911	5654
84035	4908	4163
407821	6306	790
22433	1800	2211
104479	3402	689
76389	4491	0
665181	444	774
64660	1007	361
72046	5611	833
76508	1840	81
13169	2369	844
56012	906	46
54125	2925	255
11568	4049	4656
18972	1610	661
17898	590	0
103988	2245	14
56418	2476	2349
12323	4190	10
100861932	469	0
209586	3963	1480
100042173	824	2962
237636	4571	51
52513	3287	944
100861956	701	16
103694	1625	499
18293	6984	7599
52915	4203	588
268373	736	10359
77605	1636	737
19291	8478	10630
246177	3307	8
100861985	418	0
100041286	592	392
216527	2104	593
192950	4893	196
21379	3139	1697
100217467	101	23
22373	562	4167
100041311	1306	1
56089	1221	168
626419	664	1
665343	549	110
432530	12259	56
100041347	1003	0
16006	1520	3
16009	2447	12713
100503529	571	3
319939	7483	5395
171395	7915	10
15574	4581	134
194974	1205	0
626870	2400	0
22271	1532	96
268379	16011	2
319922	3578	7
53604	3845	9
432534	2917	0
73862	753	3
22778	5163	41
60530	2974	46
13195	2089	3
73321	1075	0
14783	5158	112
12808	5618	326
100503630	1803	12
73307	562	0
432536	1077	0
211739	3629	0
20335	779	192
665689	2059	459
13649	6438	3553
319954	4103	96
72735	3137	1
319701	2117	7
56193	4117	25
380686	1539	5
19058	2829	3054
66249	1565	749
103784	3431	383
57316	2957	428
68145	4192	55
100502821	502	0
17268	3441	189
100503713	794	4
74059	1416	0
635455	1328	2
114716	2872	2311
66713	3669	3190
19324	2657	6476
216543	4810	372
55963	3926	193
58172	6027	7622
