EntrezID	Length	MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1
74530	1859	0
71365	2031	156
331623	6049	496
67851	898	112
100862325	514	1
12484	1816	23716
414125	1833	0
69443	1060	1
76563	1970	186
170728	2981	264
11630	7416	3726
70365	1522	0
11793	2352	692
100316688	93	0
12142	5143	162
19072	2719	1201
78977	1851	0
23828	1607	2
380669	5403	0
209462	3785	188
320363	1892	0
100418235	2163	0
14806	4872	0
100504076	1592	0
77987	7477	1445
20464	7355	2
14727	1305	2
14728	1420	6
77296	555	0
210198	2856	0
320995	3701	0
71090	1021	0
215031	1466	0
19886	7401	0
66686	3025	105
94221	4317	408
66650	1823	0
52014	4614	5071
629689	1579	0
22639	3420	110
215085	4973	22
100862347	1026	0
100038725	2691	40
100502820	658	0
18821	2480	1
432460	504	3
100502868	5486	0
71567	3873	172
66403	2192	301
100042554	949	11
75906	3950	12
17155	3889	370
100502920	1230	4
544696	7240	193
73390	2140	35
14609	3105	325
100862378	716	0
791298	3115	0
74928	723	2
15500	2623	278
56442	2879	3178
18768	6039	0
12140	762	0
100502970	631	0
57319	1791	955
100504180	2222	0
74399	2895	0
245263	1813	0
791309	3636	0
70297	6511	543
110829	4941	1563
19386	9477	7481
76138	2466	44
13608	3680	28
103505	1320	1
237353	5781	9
103080	2654	75
268301	4513	753
18451	4043	129
69836	1066	1
18302	2716	18
215999	2872	253
216001	2275	531
56709	1774	535
100503588	745	11
74747	1685	1059
52717	1329	780
69090	1578	477
94214	3916	35
53374	6113	4
19156	2731	34870
22295	11260	3
74048	4846	5
100302688	858	1
71279	5240	489
107449	5867	120
100503834	701	0
73616	853	0
327760	1131	0
13180	810	26
20397	4123	1396
65971	2023	0
237360	5188	4
100862379	900	0
18646	2054	1
27355	4274	1533
18119	2094	1
13688	1786	2232
100503821	3961	19
216011	2635	76
237362	1307	0
67895	1292	1673
20224	2602	4008
71767	2286	458
71361	3468	209
404634	1910	22
100628583	85	0
12817	2900	5
432466	1550	713
69894	1731	201
11925	1540	0
70423	3605	1494
21337	2258	0
15275	4509	2959
70162	557	22
216019	3483	1
338359	2390	371
74706	2194	6
30930	3252	1303
19073	938	43
72320	2472	159
56200	4743	4918
100862011	549	0
94213	2507	1162
216021	3102	2
67500	4478	2067
100217463	28	3
52463	14082	66
73132	3141	931
327762	4122	67
70432	8936	189
432467	2168	74
67307	2211	20
68371	1952	0
53404	450	0
68802	5246	0
641387	764	2
67345	4043	1087
100502721	1584	1
93759	3910	876
30045	1365	55
216033	3924	1
791346	2569	0
216028	3852	0
100502808	1111	0
69433	345	0
28193	5550	1170
108829	8947	8369
641340	1789	403
13654	2965	382
211488	4445	473
100038508	2225	0
216049	4257	2
170799	3932	2
71371	4494	839
100503521	2231	0
75148	769	0
73287	1238	13
327766	5052	1
69288	4631	55
320700	2969	5
12534	2860	318
11735	10685	1086
76551	5511	2590
69563	443	0
66859	3563	13
71721	3510	15
70911	3010	1
319646	2082	0
83675	3111	11
319572	2300	0
21780	3918	391
216080	1431	182
52637	965	355
69718	5417	508
622812	1008	0
108950	806	0
100040505	2619	217
52696	2676	1534
327768	1989	8
100861952	1042	0
11994	15991	0
71236	1223	0
14687	2435	17
76877	2620	7
110279	6537	1380
74392	6438	1526
11540	2534	8
544707	907	3
103149	1437	95
71125	1262	0
68778	2910	185
67332	604	1461
192734	4601	115
14598	2022	417
23887	4137	142
100503432	424	0
71733	3255	26
104248	7460	1496
13202	609	558
103140	1873	536
14871	1037	53
75886	964	0
14872	1370	219
17319	554	1204
70377	1336	101
20587	1657	562
100861975	691	0
17385	2247	5
103172	948	830
333670	1215	0
22364	602	3
333669	2838	1
64453	4874	107
64454	2132	0
64452	2055	0
15468	2052	236
751554	84	0
20203	1661	0
64451	6355	394
18541	9530	919
67523	997	0
76964	1763	2
216119	4522	15
54387	6383	602
16987	3102	476
74953	1237	12
76573	1331	1
14317	2710	0
12834	3729	72
100861980	894	0
12833	3976	82
59093	2175	11
100038479	1548	0
20509	2390	56
12822	5791	92
100169878	719	1
80294	2219	1048
110532	6634	22
100045653	2564	0
108707	2428	263
16414	2862	6
108705	2247	3729
20610	2493	1204
22213	1982	1328
100316811	84	1
100502831	801	0
670895	961	0
16697	400	0
100009614	553	0
100502921	363	0
16694	671	0
100502953	363	0
77763	678	0
100041250	693	0
100041261	693	0
634517	693	0
100041281	693	0
634504	711	0
675294	678	0
100503388	747	0
670880	1097	0
100040299	723	0
100191037	902	0
544710	1305	0
622629	930	1
100041351	664	0
252974	2163	21
75188	914	0
237387	4296	96
28240	7292	5
67884	1696	1184
18641	3719	8521
11634	1929	17
54427	1885	0
50723	2748	142
100503488	816	0
28295	1363	488
110816	3871	437
216131	5048	2778
28169	3439	1800
18114	2008	3053
13014	602	6023
216134	5094	6880
791283	3273	10
258224	1064	0
216136	2329	511
71709	3288	56
257883	1160	0
12365	2331	3
70976	1718	0
20513	2089	0
258305	963	0
257734	1148	0
259163	1095	0
18372	933	0
259044	1266	0
259074	1174	0
259042	960	0
18357	1080	0
72128	4229	97
624765	2592	0
216144	3276	0
624845	2598	0
625029	2595	0
50784	1646	3930
70427	2562	428
21830	1249	0
237397	6754	2
216148	3961	25
100503607	877	1
382384	1248	0
17123	1420	1
110012	1101	167
216150	1266	1321
16904	1286	37
12215	1752	6676
15166	3195	26
216151	3762	422
67112	489	0
70294	1639	961
83554	1953	116
73106	2693	2
100503626	1871	0
18483	2651	11
78906	2427	30
414101	3595	11
19205	2933	7928
216152	4275	281
19152	972	3
50701	920	0
100503642	254	3105
11537	923	0
216154	3218	632
100862144	1000	0
109284	1821	926
114229	3163	22
13496	5326	310
216156	2954	846
170483	3274	36
216157	2223	2949
12798	1782	81
27403	6594	314
70719	4052	2
66420	1008	1411
625249	1201	1339
216161	4640	10379
20869	1621	1774
100503659	3294	340
66043	931	1578
100862154	483	0
59090	3708	9224
12696	1256	480
69770	651	144
13637	2131	24
68114	3717	426
75406	758	828
14431	944	66
70248	2085	1399
103232	462	21
20054	522	10694
23805	9074	2
66374	1659	558
18551	2514	89
70335	2016	511
66548	2572	2
216166	2112	17
237400	3258	615
17192	1589	1837
100503758	442	0
66594	436	1
21423	3547	1313
246086	4695	0
67331	4411	1
66932	5249	1761
118445	2652	1157
216169	1473	1332
100113398	1411	49
100862189	844	2
56214	1802	1177
103236	2511	1642
208198	3026	321
17347	3070	5582
208228	2647	1614
71564	938	74
11776	4730	4078
208266	5694	3123
78670	1260	684
20222	1674	939
11705	1665	2
71912	1116	0
18245	1074	597
100316778	74	0
237403	3439	2
66094	468	132
73218	2869	680
432478	3454	3
30055	1225	1525
16907	3371	413
17873	1266	7455
14708	3495	558
208666	2920	1
106947	3462	432
52551	1947	1714
50492	2585	734
208677	2283	1
26396	2373	2894
16969	5373	2309
59004	1673	320
13629	3100	76455
100217454	53	25
100503773	446	0
13144	1824	774
69678	318	0
69564	1840	0
16467	3677	0
103406	3341	57
17179	1734	31
66047	587	706
57267	2107	813
100526465	91	1
27375	3031	3253
18717	4279	2875
70312	2724	1050
21390	1919	0
209047	1024	0
15353	1659	1253
73822	1702	449
432479	695	280
56371	2254	760
102115	1444	1046
100503793	1017	44
72273	575	12
18029	6295	1538
319586	4390	2
103425	2879	1563
13611	2393	2
14676	1962	23
14672	3262	1548
14797	1347	4083
21886	3115	769
114606	2015	225
268319	1890	8
50721	2134	268
70615	3658	486
100233208	4725	29
666448	468	278
73610	2384	70
100040944	2851	17
666738	468	9
666501	468	11
331188	4067	1
666548	468	11
100038681	1556	1
666790	468	8
408062	2300	20
327780	2673	0
216177	2634	20
237411	2031	105
100503696	5187	0
237412	2238	24
432480	662	0
100862390	322	0
544717	748	56
21665	3218	709
74782	2153	3
67933	2386	413
18045	2552	335
70003	1056	0
50493	4019	10113
66341	1305	83
58250	5528	20
338365	4386	142
28109	3509	2921
216188	6030	79
319277	5858	677
216190	2946	2747
69784	1194	0
77976	5026	146
216197	2915	398
442847	1334	0
216198	2400	1068
100503200	2524	11
70428	4830	709
71137	4074	0
625690	555	1
237422	3069	520
14202	2670	0
103266	3778	477
74238	1567	32
12952	3016	1710
74007	5955	224
626858	1476	0
626940	1449	0
100503271	204	3
103136	2579	1123
72843	3921	1361
67341	1157	0
28088	1979	3298
270757	2328	20
69754	1886	457
27204	11838	56
78170	564	0
21859	4681	236
100503291	464	1
627035	1482	0
382395	1473	0
66263	1620	35
22027	2759	16833
103220	5032	129
103466	5952	2497
192188	8133	3
83559	1183	0
76640	1343	0
100038674	2335	0
17172	2259	0
18478	2143	0
16000	7817	29
100503785	1270	0
22172	1347	119
110312	748	0
75317	3628	87
626115	1288	0
69736	1369	81
67282	1379	347
71712	2807	48
432486	5204	1288
20962	1122	45
212862	3411	2569
109272	3981	0
20728	1266	0
237433	1561	16
104303	842	1294
70683	8831	1418
216225	5331	957
320091	4117	58
237436	6748	310
20186	2340	0
216227	4452	8
213326	3431	2650
67019	1703	20
75089	6446	1203
77531	10286	0
100043039	308	436
11783	6557	255
67454	4110	42
18674	1512	8083
100861804	464	0
21917	8127	1900
100503982	1051	5
723955	100	0
110333	2687	0
100526517	84	0
627800	1604	0
667203	692	5
17997	3533	170
380653	2199	0
380654	7399	0
237459	3643	574
100316689	119	0
13713	4234	38
432488	855	1
16993	2066	683
15109	2758	2
71761	2421	0
237465	3655	19
69878	813	158
74454	1859	2
57764	2411	1
667338	611	4
100504069	908	0
327799	3957	7
56307	4990	2499
74923	2075	0
723908	96	0
215008	4479	350
13998	8044	975
22025	3827	263
66414	561	55
100861832	322	0
215472	773	0
319880	5889	2210
67723	4135	62
77048	2986	1122
54712	7045	12
12905	1650	60
69629	642	0
216233	2698	462
70523	1182	1
67270	666	414
93765	3851	508
71207	3231	10015
100526463	91	20
216238	7836	877
100504157	192	1
12226	5010	6826
75301	1015	0
100628616	85	0
13179	2084	160
17022	2075	54
75025	1465	0
16545	1950	0
13516	1723	0
100038699	1633	0
66716	1868	0
791295	1882	0
667438	551	0
67972	7130	2204
382406	2727	170
14426	5113	274
100861874	277	0
67603	2797	4296
100504202	2095	0
100417125	2506	0
71832	1954	383
17311	5450	2743
100043224	914	0
100043227	927	0
100043231	910	0
100043235	910	0
100043239	910	0
100043247	914	0
237500	6630	905
216274	8006	256
68281	2419	23
66605	1690	0
67569	4760	1
100526516	81	0
67405	1180	0
237504	2118	29
216285	2493	0
74978	5293	1
103098	3644	47
100861880	927	0
100861891	927	0
100861901	927	0
637578	927	0
100043292	1258	0
278279	5673	364
327812	3204	18
216292	2039	120
52713	1078	400
639162	567	1
321001	3879	0
327814	6437	0
380660	3104	16
108030	5964	1
17877	2083	0
17878	1248	0
237523	7058	0
628870	6984	0
17931	3403	892
114774	1828	1858
20979	4820	0
368203	1117	0
260315	7782	371
109335	1303	0
52679	5476	71
75630	610	0
13008	889	47
320150	4549	185
432502	930	3850
237542	7152	807
71769	2753	1
53605	4094	2572
382421	558	3
21664	1953	9097
71321	1144	3
629206	2171	2
52705	4990	667
73690	1081	5
69286	896	0
67537	1879	0
544736	711	0
353025	2760	0
268345	6196	0
69355	887	0
382423	3599	2405
237553	5722	0
216343	2626	0
100861951	889	0
66687	3779	1702
668041	426	7905
216344	1824	1241
100038558	729	7
67226	3010	510
66816	3408	248
216345	6956	1334
14160	4711	1
100861970	721	0
77798	1007	0
216350	1522	31
19279	4031	2
619332	2254	0
19263	11912	85
58802	1005	0
67342	753	0
100504412	511	0
72068	3483	1517
100504423	1390	27
72286	594	0
237558	3114	14
216363	2690	1069
71086	1724	22
103175	2383	0
544741	612	120
382427	2719	1
100038610	1014	0
237560	1428	5
100862026	571	0
12461	1962	5306
327826	5684	733
64050	1408	426
77397	1219	0
17105	1057	30
17110	1265	0
432508	6534	1928
70574	5195	33
17246	3027	2009
215436	3483	509
103468	3092	327
100862040	1467	62
215449	1937	3071
71067	1704	0
17245	3151	192
50929	1088	0
116849	1111	0
668198	2567	36
668203	2552	0
668205	2552	51
668209	2552	0
668213	2552	0
668216	3161	7
15978	1207	0
69181	2137	725
100038589	2706	3
97640	1940	6
73400	386	0
71902	8209	2839
67081	894	0
74053	3641	89
75321	723	0
117599	4532	429
73914	2969	110
68212	808	1166
100504548	927	0
66225	1162	13
15364	4176	6
321010	1115	1
320626	2250	5
791076	120	0
100038546	2358	0
70874	1749	0
320183	3709	42
100504616	2973	0
380664	4743	1396
24117	2242	17
100504636	1260	0
74694	5696	112
75612	3855	2324
192678	3425	3214
56480	3031	1244
73192	5989	1906
216393	3427	1
270802	3117	66
117600	7821	84
216394	1479	0
668272	1768	10
216395	1378	504
100043513	520	0
54140	2671	8
319272	2547	0
319468	7518	1065
387251	85	3
67074	9303	3057
14479	3215	1528
100042958	420	5
268354	4610	0
100505018	1023	0
75030	1333	164
20503	2419	28
320398	4050	78
68876	1366	43
52468	5065	3984
723962	84	0
723882	121	0
11567	3033	16
66399	1180	270
100504608	699	17
17299	887	362
13115	2421	13
216438	1998	129
12567	1347	2898
67125	1543	1800
100504703	329	24
216439	5633	7
216440	4049	3823
14421	3289	2892
216441	2215	49
52666	2387	296
80904	1944	1123
100038591	2552	29
117150	3374	2293
16572	7006	262
69654	1933	3629
110962	4046	1634
13198	871	338
216443	2963	1893
216445	1811	66
14632	3662	6
16326	2135	0
16325	1969	0
71750	4530	3324
237611	1790	60
407790	962	0
108037	2305	1297
104080	1675	1
16971	14892	193
20852	3805	2353
17937	2575	1576
72243	695	8
210035	6515	106
432516	3353	4
21334	884	0
320080	5960	383
11536	1694	3
107605	3890	1
103142	2698	4
19683	3208	0
380674	3648	9
216453	1889	0
216454	1265	0
54150	1608	0
70061	2851	0
27400	1459	0
19075	1533	512
17938	7034	1177
56351	1954	506
100862107	1045	4
11947	1879	27061
751518	78	6
116848	8369	2276
56516	5609	599
216456	2460	16
66701	1570	182
17339	2143	3
21853	4515	324
28194	1618	0
103161	1930	131
20847	4394	514
83430	1359	217
103135	4450	1187
56530	1017	1072
12974	2828	7217
210582	2507	152
237615	6615	1211
72002	2144	3
69917	1052	443
67588	4377	1340
68094	5028	2414
17904	614	2884
216459	1026	34
100502705	2004	15
23943	3687	1175
103284	2091	272
67945	449	11354
18813	2432	4573
13867	4020	3153
668459	639	26
27370	448	4471
22781	3580	238
211389	2349	183
19344	3180	645
12566	2432	859
20431	2130	32
13139	2815	1388
78428	1491	434
58223	3453	24
73827	2335	135
74330	4229	742
66844	2055	356
66118	1062	209
14561	1811	21
12512	1037	1471
19682	1261	29
14533	550	371
16404	4022	14
71664	1227	3
18373	939	0
258861	930	0
622733	978	0
544748	930	0
546487	978	0
258315	930	0
258863	939	0
257667	939	0
100862148	672	0
258862	936	0
258540	954	0
257666	1004	0
257664	936	0
258232	939	0
258538	939	0
404321	939	0
258537	936	0
258281	939	0
258723	936	0
257985	945	0
258724	960	0
258542	939	0
258069	939	0
258544	936	0
258935	969	0
258932	939	0
258150	936	0
258375	963	0
258933	933	0
258549	936	0
258929	936	0
258541	936	0
258282	957	0
258934	939	0
258547	927	0
258068	945	0
258548	960	0
258546	942	0
258931	936	0
258930	939	0
258321	987	0
258543	939	0
258545	960	0
258791	933	0
258252	933	0
259165	933	0
258665	951	0
258667	939	0
258773	957	0
100043200	963	0
258266	945	0
258670	939	0
258772	933	0
258666	939	0
258668	948	0
258669	948	0
258672	963	0
258671	942	0
258297	969	0
11923	3345	0
67596	1694	0
625068	2550	0
623734	2553	0
625109	2547	0
625131	2547	0
434624	729	20
236604	2857	234
78887	4025	203
74203	4230	1509
13494	1524	1060
56218	3482	149
791413	3553	2
100302648	869	2
216505	2243	50
16886	5047	1029
193670	2867	1083
71523	2583	59
237625	2623	5
170835	3473	233
114679	872	9
29856	3387	431
544752	6675	2226
74522	5238	1900
74309	4097	11
67430	2618	40
75219	4632	551
100862138	970	0
103710	3059	910
21452	2133	4660
75342	1220	3
64934	2911	1290
53897	2043	0
100862181	569	2
103655	2956	25
380683	3928	0
67900	1396	27
67815	2529	1522
71673	1937	345
100526466	83	6
216516	5153	105
67465	4916	1763
103724	1913	1184
71962	1548	29
18413	1907	17
16878	4040	8699
75828	1343	1
74302	5674	1555
327860	1562	0
75452	2604	655
66152	441	1093
67178	789	103
192650	699	0
18016	5298	1795
18082	1874	378
107829	2235	480
380684	3994	20
11764	4543	2648
100038587	2826	0
78926	5403	777
75668	1108	35
14030	2400	3168
279766	1821	152
140703	1911	841
84035	4908	696
407821	6306	304
22433	1800	11370
104479	3402	536
76389	4491	1
665181	444	894
64660	1007	519
72046	5611	509
76508	1840	152
13169	2369	1186
56012	906	29
54125	2925	198
11568	4049	77
18972	1610	486
17898	590	1
103988	2245	0
56418	2476	3054
12323	4190	1
100861932	469	0
209586	3963	1307
100042173	824	3110
237636	4571	12
52513	3287	1414
100861956	701	34
103694	1625	1164
18293	6984	3601
52915	4203	1671
268373	736	7371
77605	1636	480
19291	8478	5089
246177	3307	9
100861985	418	0
100041286	592	274
216527	2104	414
192950	4893	10
21379	3139	1986
100217467	101	13
22373	562	99480
100041311	1306	0
56089	1221	20
626419	664	0
665343	549	119
432530	12259	13
100041347	1003	0
16006	1520	0
16009	2447	55
100503529	571	3
319939	7483	3224
171395	7915	8
15574	4581	126
194974	1205	0
626870	2400	1
22271	1532	31
268379	16011	2
319922	3578	0
53604	3845	8
432534	2917	1
73862	753	2
22778	5163	418
60530	2974	55
13195	2089	5
73321	1075	1
14783	5158	219
12808	5618	471
100503630	1803	2
73307	562	0
432536	1077	0
211739	3629	0
20335	779	217
665689	2059	244
13649	6438	936
319954	4103	6
72735	3137	6
319701	2117	11
56193	4117	8
380686	1539	0
19058	2829	3181
66249	1565	1044
103784	3431	282
57316	2957	340
68145	4192	75
100502821	502	0
17268	3441	28
100503713	794	0
74059	1416	0
635455	1328	0
114716	2872	925
66713	3669	5909
19324	2657	9699
216543	4810	193
55963	3926	802
58172	6027	3583
216549	3957	2586
216551	3635	694
67245	3485	1093
245944	4712	1385
216558	3085	2021
100316753	88	0
237694	3061	0
17449	1958	5318
216560	2443	53
18423	2825	1
216565	5049	534
103765	1370	30
53625	2818	442
17846	818	601
22183	4492	355
12464	1966	5063
73873	1937	4
100042875	3197	12
103573	5144	1296
17847	12200	2647
268390	3604	414
72246	1038	0
67358	1447	3
