EntrezID	Length	MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1
100316688	93	0
12142	5143	54
19072	2719	388
78977	1851	0
23828	1607	0
380669	5403	0
209462	3785	158
320363	1892	0
100418235	2163	0
14806	4872	0
100504076	1592	0
77987	7477	1024
20464	7355	0
14727	1305	0
14728	1420	0
77296	555	0
210198	2856	0
320995	3701	0
71090	1021	0
215031	1466	0
19886	7401	0
66686	3025	75
94221	4317	282
66650	1823	0
52014	4614	2036
629689	1579	0
22639	3420	66
215085	4973	11
100862347	1026	0
100038725	2691	38
100502820	658	4
18821	2480	0
432460	504	1
100502868	5486	0
71567	3873	127
66403	2192	119
100042554	949	2
75906	3950	13
17155	3889	242
100502920	1230	3
544696	7240	102
73390	2140	43
14609	3105	77
100862378	716	0
791298	3115	0
74928	723	0
15500	2623	102
56442	2879	1607
18768	6039	0
12140	762	0
100502970	631	0
57319	1791	877
100504180	2222	0
74399	2895	0
245263	1813	0
791309	3636	0
70297	6511	552
110829	4941	664
19386	9477	4004
76138	2466	26
13608	3680	91
103505	1320	0
237353	5781	1
103080	2654	39
268301	4513	178
18451	4043	165
69836	1066	1
18302	2716	11
215999	2872	190
216001	2275	448
56709	1774	332
100503588	745	11
74747	1685	1368
52717	1329	426
69090	1578	232
94214	3916	11
53374	6113	4
19156	2731	15783
22295	11260	1
74048	4846	11
100302688	858	0
71279	5240	301
107449	5867	36
100503834	701	0
73616	853	0
327760	1131	0
13180	810	45
20397	4123	708
65971	2023	0
237360	5188	1
100862379	900	0
18646	2054	0
27355	4274	992
18119	2094	0
13688	1786	904
100503821	3961	6
216011	2635	138
237362	1307	0
67895	1292	1097
20224	2602	2880
71767	2286	358
71361	3468	133
404634	1910	11
100628583	85	0
12817	2900	4
432466	1550	1471
69894	1731	109
11925	1540	1
70423	3605	1268
21337	2258	0
15275	4509	1675
70162	557	5
216019	3483	0
338359	2390	238
74706	2194	5
30930	3252	694
19073	938	91
72320	2472	153
56200	4743	1945
100862011	549	0
94213	2507	829
216021	3102	0
67500	4478	905
100217463	28	3
52463	14082	44
73132	3141	963
327762	4122	146
70432	8936	91
432467	2168	57
67307	2211	11
68371	1952	1
53404	450	0
68802	5246	0
641387	764	2
67345	4043	492
100502721	1584	0
93759	3910	428
30045	1365	156
216033	3924	0
791346	2569	0
216028	3852	0
100502808	1111	0
69433	345	0
28193	5550	517
108829	8947	3302
641340	1789	270
13654	2965	312
211488	4445	222
100038508	2225	0
216049	4257	6
170799	3932	1
71371	4494	532
100503521	2231	0
75148	769	0
73287	1238	2
327766	5052	0
69288	4631	40
320700	2969	6
12534	2860	303
11735	10685	381
76551	5511	1119
69563	443	0
66859	3563	211
71721	3510	8
70911	3010	1
319646	2082	0
83675	3111	20
319572	2300	0
21780	3918	264
216080	1431	68
52637	965	350
69718	5417	356
622812	1008	0
108950	806	0
100040505	2619	123
52696	2676	415
327768	1989	24
100861952	1042	0
11994	15991	0
71236	1223	0
14687	2435	15
76877	2620	13
110279	6537	779
74392	6438	708
11540	2534	5
544707	907	0
103149	1437	18
71125	1262	0
68778	2910	362
67332	604	728
192734	4601	881
14598	2022	2160
23887	4137	471
100503432	424	2
71733	3255	18
104248	7460	848
13202	609	576
103140	1873	367
14871	1037	52
75886	964	0
14872	1370	182
17319	554	416
70377	1336	491
20587	1657	375
100861975	691	0
17385	2247	0
103172	948	659
333670	1215	1
22364	602	1
333669	2838	3
64453	4874	77
64454	2132	0
64452	2055	0
15468	2052	118
751554	84	0
20203	1661	0
64451	6355	346
18541	9530	448
67523	997	0
76964	1763	0
216119	4522	16
54387	6383	422
16987	3102	1714
74953	1237	20
76573	1331	3
14317	2710	0
12834	3729	97
100861980	894	0
12833	3976	88
59093	2175	10
100038479	1548	0
20509	2390	11
12822	5791	78
100169878	719	4
80294	2219	828
110532	6634	33
100045653	2564	0
108707	2428	180
16414	2862	4
108705	2247	1330
20610	2493	1039
22213	1982	1078
100316811	84	1
100502831	801	0
670895	961	0
16697	400	0
100009614	553	0
100502921	363	0
16694	671	0
100502953	363	0
77763	678	0
100041250	693	0
100041261	693	0
634517	693	0
100041281	693	0
634504	711	0
675294	678	0
100503388	747	0
670880	1097	0
100040299	723	0
100191037	902	0
544710	1305	0
622629	930	0
100041351	664	0
252974	2163	10
75188	914	0
237387	4296	23
28240	7292	1
67884	1696	311
18641	3719	7673
11634	1929	1
54427	1885	1
50723	2748	45
100503488	816	0
28295	1363	358
110816	3871	201
216131	5048	1366
28169	3439	486
18114	2008	1207
13014	602	1059
216134	5094	2559
791283	3273	2
258224	1064	0
216136	2329	369
71709	3288	15
257883	1160	0
12365	2331	0
70976	1718	0
20513	2089	1
258305	963	0
257734	1148	0
259163	1095	0
18372	933	0
259044	1266	0
259074	1174	0
259042	960	0
18357	1080	0
72128	4229	81
624765	2592	0
216144	3276	0
624845	2598	0
625029	2595	0
50784	1646	617
70427	2562	91
21830	1249	0
237397	6754	1
216148	3961	10
100503607	877	0
382384	1248	0
17123	1420	10
110012	1101	89
216150	1266	809
16904	1286	8
12215	1752	4165
15166	3195	10
216151	3762	312
67112	489	0
70294	1639	607
83554	1953	24
73106	2693	0
100503626	1871	0
18483	2651	7
78906	2427	15
414101	3595	10
19205	2933	3182
216152	4275	129
19152	972	5
50701	920	0
100503642	254	1364
11537	923	0
216154	3218	240
100862144	1000	0
109284	1821	484
114229	3163	15
13496	5326	78
216156	2954	443
170483	3274	3
216157	2223	1316
12798	1782	36
27403	6594	452
70719	4052	2
66420	1008	684
625249	1201	397
216161	4640	6216
20869	1621	1073
100503659	3294	123
66043	931	1094
100862154	483	0
59090	3708	4606
12696	1256	110
69770	651	135
13637	2131	14
68114	3717	269
75406	758	821
14431	944	20
70248	2085	676
103232	462	8
20054	522	3717
23805	9074	2
66374	1659	404
18551	2514	88
70335	2016	859
66548	2572	55
216166	2112	19
237400	3258	88
17192	1589	1054
100503758	442	0
66594	436	0
21423	3547	350
246086	4695	0
67331	4411	5
66932	5249	900
118445	2652	185
216169	1473	869
100113398	1411	21
100862189	844	0
56214	1802	769
103236	2511	1130
208198	3026	165
17347	3070	4051
208228	2647	563
71564	938	60
11776	4730	3045
208266	5694	1149
78670	1260	226
20222	1674	395
11705	1665	2
71912	1116	0
18245	1074	397
100316778	74	0
237403	3439	0
66094	468	61
73218	2869	342
432478	3454	5
30055	1225	992
16907	3371	294
17873	1266	7870
14708	3495	347
208666	2920	1
106947	3462	281
52551	1947	922
50492	2585	470
208677	2283	2
26396	2373	1731
16969	5373	719
59004	1673	160
13629	3100	26766
100217454	53	17
100503773	446	0
13144	1824	372
69678	318	1
69564	1840	0
16467	3677	0
103406	3341	35
17179	1734	9
66047	587	491
57267	2107	469
100526465	91	4
27375	3031	966
18717	4279	1229
70312	2724	261
21390	1919	0
209047	1024	1
15353	1659	480
73822	1702	337
432479	695	240
56371	2254	456
102115	1444	576
100503793	1017	12
72273	575	3
18029	6295	1314
319586	4390	9
103425	2879	1137
13611	2393	15
14676	1962	317
14672	3262	1596
14797	1347	3767
21886	3115	451
114606	2015	128
268319	1890	16
50721	2134	132
70615	3658	277
100233208	4725	26
666448	468	91
73610	2384	54
100040944	2851	10
666738	468	2
666501	468	5
331188	4067	2
666548	468	3
100038681	1556	2
666790	468	2
408062	2300	21
327780	2673	0
216177	2634	42
237411	2031	60
100503696	5187	0
237412	2238	27
432480	662	0
100862390	322	0
544717	748	20
21665	3218	291
74782	2153	7
67933	2386	382
18045	2552	274
70003	1056	0
50493	4019	4927
66341	1305	70
58250	5528	12
338365	4386	153
28109	3509	3750
216188	6030	124
319277	5858	436
216190	2946	1650
69784	1194	0
77976	5026	35
216197	2915	104
442847	1334	0
216198	2400	512
100503200	2524	6
70428	4830	345
71137	4074	0
625690	555	1
237422	3069	227
14202	2670	1
103266	3778	637
74238	1567	22
12952	3016	630
74007	5955	449
626858	1476	0
626940	1449	0
100503271	204	0
103136	2579	451
72843	3921	445
67341	1157	1
28088	1979	1677
270757	2328	5
69754	1886	310
27204	11838	28
78170	564	0
21859	4681	582
100503291	464	0
627035	1482	0
382395	1473	0
66263	1620	4
22027	2759	10633
103220	5032	68
103466	5952	574
192188	8133	3
83559	1183	0
76640	1343	0
100038674	2335	0
17172	2259	0
18478	2143	0
16000	7817	53
100503785	1270	0
22172	1347	93
110312	748	0
75317	3628	83
626115	1288	0
69736	1369	78
67282	1379	206
71712	2807	40
432486	5204	680
20962	1122	47
212862	3411	3448
109272	3981	0
20728	1266	0
237433	1561	4
104303	842	1195
70683	8831	523
216225	5331	266
320091	4117	42
237436	6748	252
20186	2340	0
216227	4452	4
213326	3431	999
67019	1703	25
75089	6446	944
77531	10286	0
100043039	308	503
11783	6557	129
67454	4110	78
18674	1512	4245
100861804	464	0
21917	8127	1140
100503982	1051	6
723955	100	0
110333	2687	0
100526517	84	0
627800	1604	0
667203	692	2
17997	3533	171
380653	2199	0
380654	7399	0
237459	3643	160
100316689	119	0
13713	4234	28
432488	855	0
16993	2066	329
15109	2758	0
71761	2421	0
237465	3655	6
69878	813	68
74454	1859	0
57764	2411	10
667338	611	3
100504069	908	0
327799	3957	0
56307	4990	1044
74923	2075	0
723908	96	0
215008	4479	122
13998	8044	328
22025	3827	132
66414	561	38
100861832	322	0
215472	773	0
319880	5889	7534
67723	4135	36
77048	2986	398
54712	7045	3
12905	1650	60
69629	642	1
216233	2698	288
70523	1182	8
67270	666	269
93765	3851	260
71207	3231	2751
100526463	91	1
216238	7836	579
100504157	192	0
12226	5010	3506
75301	1015	0
100628616	85	0
13179	2084	170
17022	2075	63
75025	1465	0
16545	1950	0
13516	1723	0
100038699	1633	0
66716	1868	0
791295	1882	0
667438	551	0
67972	7130	820
382406	2727	63
14426	5113	151
100861874	277	1
67603	2797	566
100504202	2095	2
100417125	2506	0
71832	1954	498
17311	5450	574
100043224	914	0
100043227	927	0
100043231	910	0
100043235	910	0
100043239	910	0
100043247	914	0
237500	6630	535
216274	8006	226
68281	2419	27
66605	1690	0
67569	4760	0
100526516	81	0
67405	1180	3
237504	2118	21
216285	2493	0
74978	5293	1
103098	3644	13
100861880	927	0
100861891	927	0
100861901	927	0
637578	927	0
100043292	1258	0
278279	5673	267
327812	3204	16
216292	2039	100
52713	1078	232
639162	567	0
321001	3879	0
327814	6437	0
380660	3104	11
108030	5964	0
17877	2083	0
17878	1248	0
237523	7058	0
628870	6984	1
17931	3403	606
114774	1828	207
20979	4820	0
368203	1117	0
260315	7782	202
109335	1303	0
52679	5476	79
75630	610	0
13008	889	30
320150	4549	133
432502	930	1348
237542	7152	370
71769	2753	9
53605	4094	596
382421	558	1
21664	1953	482
71321	1144	0
629206	2171	0
52705	4990	213
73690	1081	1
69286	896	0
67537	1879	0
544736	711	1
353025	2760	1
268345	6196	2
69355	887	0
382423	3599	1102
237553	5722	0
216343	2626	0
100861951	889	0
66687	3779	1032
668041	426	3203
216344	1824	477
100038558	729	3
67226	3010	303
66816	3408	185
216345	6956	735
14160	4711	2
100861970	721	0
77798	1007	0
216350	1522	138
19279	4031	0
619332	2254	0
19263	11912	55
58802	1005	0
67342	753	0
100504412	511	0
72068	3483	562
100504423	1390	14
72286	594	0
237558	3114	7
216363	2690	1120
71086	1724	21
103175	2383	0
544741	612	36
382427	2719	4
100038610	1014	7
237560	1428	4
100862026	571	0
12461	1962	1937
327826	5684	356
64050	1408	266
77397	1219	0
17105	1057	8
17110	1265	0
432508	6534	775
70574	5195	14
17246	3027	726
215436	3483	208
103468	3092	266
100862040	1467	33
215449	1937	1079
71067	1704	3
17245	3151	90
50929	1088	0
116849	1111	0
668198	2567	14
668203	2552	0
668205	2552	10
668209	2552	0
668213	2552	0
668216	3161	1
15978	1207	0
69181	2137	312
100038589	2706	0
97640	1940	2
73400	386	0
71902	8209	901
67081	894	0
74053	3641	3
75321	723	0
117599	4532	223
73914	2969	68
68212	808	801
100504548	927	0
66225	1162	1
15364	4176	0
321010	1115	0
320626	2250	2
791076	120	0
100038546	2358	0
70874	1749	0
320183	3709	18
100504616	2973	0
380664	4743	598
24117	2242	1
100504636	1260	0
74694	5696	168
75612	3855	1341
192678	3425	1348
56480	3031	674
73192	5989	939
216393	3427	2
270802	3117	66
117600	7821	19
216394	1479	0
668272	1768	2
216395	1378	357
100043513	520	0
54140	2671	0
319272	2547	0
319468	7518	306
387251	85	6
67074	9303	1751
14479	3215	862
100042958	420	1
268354	4610	0
100505018	1023	0
75030	1333	94
20503	2419	15
320398	4050	100
68876	1366	45
52468	5065	1818
723962	84	0
723882	121	0
11567	3033	6
66399	1180	184
100504608	699	30
17299	887	251
13115	2421	6
216438	1998	43
12567	1347	688
67125	1543	1377
100504703	329	5
216439	5633	8
216440	4049	3020
14421	3289	527
216441	2215	18
52666	2387	143
80904	1944	427
100038591	2552	26
117150	3374	1528
16572	7006	61
69654	1933	1570
110962	4046	613
13198	871	186
216443	2963	1576
216445	1811	99
14632	3662	4
16326	2135	0
16325	1969	0
71750	4530	844
237611	1790	22
407790	962	0
108037	2305	598
104080	1675	1
16971	14892	276
20852	3805	1124
17937	2575	127
72243	695	6
210035	6515	75
432516	3353	5
21334	884	0
320080	5960	94
11536	1694	4
107605	3890	0
103142	2698	1
19683	3208	0
380674	3648	5
216453	1889	0
216454	1265	0
54150	1608	0
70061	2851	0
27400	1459	1
19075	1533	362
17938	7034	489
56351	1954	166
100862107	1045	0
11947	1879	21758
751518	78	0
116848	8369	1129
56516	5609	298
216456	2460	7
66701	1570	161
17339	2143	1
21853	4515	356
28194	1618	0
103161	1930	573
20847	4394	884
83430	1359	140
103135	4450	602
56530	1017	522
12974	2828	9131
210582	2507	146
237615	6615	611
72002	2144	3
69917	1052	345
67588	4377	997
68094	5028	1840
17904	614	1324
216459	1026	11
100502705	2004	12
23943	3687	932
103284	2091	122
67945	449	7345
18813	2432	2080
13867	4020	602
668459	639	19
27370	448	1524
22781	3580	746
211389	2349	190
19344	3180	762
12566	2432	477
20431	2130	36
13139	2815	669
78428	1491	151
58223	3453	8
73827	2335	27
74330	4229	582
66844	2055	355
66118	1062	85
14561	1811	8
12512	1037	478
19682	1261	20
14533	550	240
16404	4022	11
71664	1227	1
18373	939	0
258861	930	0
622733	978	0
544748	930	0
546487	978	0
258315	930	0
258863	939	0
257667	939	0
100862148	672	0
258862	936	0
258540	954	0
257666	1004	0
257664	936	0
258232	939	0
258538	939	0
404321	939	0
258537	936	0
258281	939	0
258723	936	0
257985	945	0
258724	960	0
258542	939	0
258069	939	0
258544	936	0
258935	969	0
258932	939	1
258150	936	0
258375	963	0
258933	933	0
258549	936	0
258929	936	0
258541	936	0
258282	957	0
258934	939	0
258547	927	0
258068	945	0
258548	960	0
258546	942	0
258931	936	0
258930	939	0
258321	987	0
258543	939	0
258545	960	0
258791	933	0
258252	933	0
259165	933	0
258665	951	0
258667	939	0
258773	957	0
100043200	963	0
258266	945	0
258670	939	0
258772	933	0
258666	939	0
258668	948	0
258669	948	0
258672	963	0
258671	942	0
258297	969	0
11923	3345	0
67596	1694	0
625068	2550	0
623734	2553	0
625109	2547	0
625131	2547	0
434624	729	12
236604	2857	117
78887	4025	134
74203	4230	633
13494	1524	615
56218	3482	48
791413	3553	0
100302648	869	1
216505	2243	17
16886	5047	444
193670	2867	994
71523	2583	38
237625	2623	0
170835	3473	222
114679	872	7
29856	3387	167
544752	6675	1308
74522	5238	1010
74309	4097	18
67430	2618	33
75219	4632	525
100862138	970	0
103710	3059	376
21452	2133	6113
75342	1220	1
64934	2911	553
53897	2043	2
100862181	569	2
103655	2956	35
380683	3928	0
67900	1396	167
67815	2529	1813
71673	1937	138
100526466	83	5
216516	5153	69
67465	4916	883
103724	1913	204
71962	1548	3
18413	1907	0
16878	4040	712
75828	1343	1
74302	5674	680
327860	1562	0
75452	2604	369
66152	441	975
67178	789	43
192650	699	0
18016	5298	1452
18082	1874	75
107829	2235	288
380684	3994	2
11764	4543	2002
100038587	2826	1
78926	5403	286
75668	1108	3
14030	2400	1647
279766	1821	134
140703	1911	21
84035	4908	224
407821	6306	79
22433	1800	16801
104479	3402	817
76389	4491	0
665181	444	444
64660	1007	408
72046	5611	258
76508	1840	165
13169	2369	769
56012	906	19
54125	2925	143
11568	4049	49
18972	1610	482
17898	590	0
103988	2245	1
56418	2476	2072
12323	4190	0
100861932	469	0
209586	3963	825
100042173	824	982
237636	4571	7
52513	3287	949
100861956	701	53
103694	1625	995
18293	6984	3116
52915	4203	1032
268373	736	5351
77605	1636	152
19291	8478	2132
246177	3307	2
100861985	418	0
100041286	592	199
216527	2104	236
192950	4893	3
21379	3139	1213
100217467	101	6
22373	562	1198977
100041311	1306	16
56089	1221	86
626419	664	0
665343	549	50
432530	12259	73
100041347	1003	0
16006	1520	1
16009	2447	36
100503529	571	1
319939	7483	1776
171395	7915	1
15574	4581	136
194974	1205	0
626870	2400	0
22271	1532	11
268379	16011	0
319922	3578	0
53604	3845	6
432534	2917	3
73862	753	1
22778	5163	546
60530	2974	98
13195	2089	1
73321	1075	0
14783	5158	108
12808	5618	626
100503630	1803	2
73307	562	0
432536	1077	0
211739	3629	5
20335	779	206
665689	2059	275
13649	6438	317
319954	4103	0
72735	3137	6
319701	2117	26
56193	4117	7
380686	1539	4
19058	2829	1681
66249	1565	716
103784	3431	268
57316	2957	236
68145	4192	124
100502821	502	0
17268	3441	34
100503713	794	0
74059	1416	0
635455	1328	0
114716	2872	234
66713	3669	3873
19324	2657	7360
216543	4810	145
55963	3926	1361
58172	6027	1590
216549	3957	1282
216551	3635	420
67245	3485	427
245944	4712	1186
216558	3085	2043
100316753	88	0
237694	3061	0
17449	1958	9649
216560	2443	40
18423	2825	6
216565	5049	207
103765	1370	23
53625	2818	159
17846	818	312
22183	4492	115
12464	1966	1736
73873	1937	9
100042875	3197	6
103573	5144	1022
17847	12200	1688
268390	3604	327
72246	1038	0
67358	1447	0
100134990	785	43
71675	4140	452
72129	4122	494
74467	3665	402
19696	2584	358
216578	3764	185
268391	757	0
14025	7017	52
71316	743	0
100038617	2466	0
71234	1493	0
70626	1520	1
67030	1775	171
69922	1892	35
654472	1647	1576
216613	6618	2
72818	1597	0
735308	86	0
387212	72	0
387213	108	0
216616	2036	6
71701	2704	610
104570	5108	1357
216618	1523	81
108686	9263	129
